Username,Tweet,Cleaned_Tweet,Date,Time,Mentions,Hashtags,Likes,Retweets,Comments,Replies,Views,Sentiment
"GIRI'S TECH-HUB
@HubGiri
·
Feb 11","Congratulations ... Vijay for a job offer!!..

#jobopportunity #javadeveloper #hiring #recruitment #job #placement #itjobs #hiringnow #naukri #opening #opening #itcourses #computerscience 
#softwaredeveloper #softwareengineer #javadeveloper #giristechhub #pune",congratulations vijay job offer jobopportunity javadeveloper hiring recruitment job placement itjobs hiringnow naukri opening opening itcourses computerscience softwaredeveloper softwareengineer javadeveloper giristechhub pune,2025-02-11,04:01:43,,"naukri, computerscience, hiring, job, javadeveloper, opening, itcourses, hiringnow, softwareengineer, recruitment, giristechhub, itjobs, pune, jobopportunity, placement, softwaredeveloper",0,0,0,0,68,0.0
"3D Power
@3DPower
·
Feb 10","𝗨𝗿𝗴𝗲𝗻𝘁𝗹𝘆 𝗥𝗲𝗾𝘂𝗶𝗿𝗲𝗱 !!

𝗣𝗛𝗣 𝗪𝗲𝗯 𝗗𝗲𝘃𝗲𝗹𝗼𝗽𝗲𝗿

2-3 Years Of Experience

𝗔𝗽𝗽𝗹𝘆 𝗛𝗲𝗿𝗲
https://3dpower.in/career

#3DPower #3DArchitecturalRendering #HiringPhPDeveloper #UrgentVacancy #WalkthroughExperts #JobOpening #Naukri #Monster #TimesJob #Indeed",years experience 3dpower 3darchitecturalrendering hiringphpdeveloper urgentvacancy walkthroughexperts jobopening naukri monster timesjob indeed,2025-02-10,15:56:24,,"Naukri, UrgentVacancy, JobOpening, TimesJob, 3DPower, 3DArchitecturalRendering, Indeed, Monster, WalkthroughExperts, HiringPhPDeveloper",0,0,0,0,81,0.0
"Trivial Chapter
@TrivialChapter
·
Feb 10","Greece is hiring skilled professionals in IT, hospitality, construction, shipyard, nursing, agriculture, and more! Secure a stable job with incredible perks and take the next step in your career abroad.
#immigrationconsultantsindia #workpermit #naukri #naukrijobsearchindia",greece hiring skilled professionals hospitality construction shipyard nursing agriculture secure stable job incredible perks take next step career abroad immigrationconsultantsindia workpermit naukri naukrijobsearchindia,2025-02-10,14:09:00,,"naukri, naukrijobsearchindia, immigrationconsultantsindia, workpermit",0,0,0,0,43,0.485
"3D Power
@3DPower
·
Feb 10","𝗨𝗿𝗴𝗲𝗻𝘁𝗹𝘆 𝗥𝗲𝗾𝘂𝗶𝗿𝗲𝗱 !!

𝗩𝗶𝗱𝗲𝗼 𝗘𝗱𝗶𝘁𝗼𝗿
2-3 Years Of Experience

𝗔𝗽𝗽𝗹𝘆 𝗛𝗲𝗿𝗲
https://3dpower.in/career

#3DPower #3DArchitecturalRendering #HiringSalesManager #GraphicDesigner #UrgentVacancy #WalkthroughExperts #JobOpening #Naukri #Monster #TimesJob",years experience 3dpower 3darchitecturalrendering hiringsalesmanager graphicdesigner urgentvacancy walkthroughexperts jobopening naukri monster timesjob,2025-02-10,12:55:30,,"Naukri, UrgentVacancy, GraphicDesigner, JobOpening, TimesJob, 3DPower, 3DArchitecturalRendering, Monster, WalkthroughExperts, HiringSalesManager",0,0,0,0,48,0.0
"MVChaitanyavarma
@mvcvarma
·
Feb 10","#Naukri is the platform to provide and deliver their service for the employment without any expectations  but today the app of #naukri and his chairperson 
@sbikh
 is doing the business from #Employees as below This is what #Indiangovernment #Responsbility #shameless 
@BJP4India",naukri platform provide deliver service employment without expectations today app naukri chairperson sbikh business employees indiangovernment responsbility shameless bjp4india,2025-02-10,09:50:52,"BJP4India, sbikh","naukri, shameless, Indiangovernment, Naukri, Employees, Responsbility",0,0,0,0,33,0.0
"Grahak India
@grahak_india
·
Feb 10","Spot a fake job offer? This helpful guide outlines the warning signs, from unsolicited contacts to requests for money. Don't be a victim!  Report scams to 1930 or http://cybercrime.gov.in 
.
.
#grahakpanchayat #fakejoboffers #naukri #jobs #jobscam",spot fake job offer helpful guide outlines warning signs unsolicited contacts requests money dont victim report scams 1930 grahakpanchayat fakejoboffers naukri jobs jobscam,2025-02-10,09:16:36,,"naukri, jobs, fakejoboffers, grahakpanchayat, jobscam",0,0,0,0,3,-0.296875
"bullesh shree
@baliram71142128
·
Feb 8","Check out my #NAUKRI analysis on 
@TradingView
:",check naukri analysis tradingview,2025-02-08,03:27:41,TradingView,NAUKRI,0,0,0,0,1,0.0
"AI Stock Alerts for listed Stocks in Bharat Market
@gr8Ranju
·
Feb 7","#NCC (-12.0%)
 #DELHIVERY (-3.87%)
 #PVRINOX (-3.62%)
 #CUMMINSIND (-3.12%)
 #NAUKRI (-2.91%)
 #ITC (-2.73%)
 #VBL (-2.66%)

 #StocksInFocus #HPORB #StocksToTrade #StocksToWatch #StocksMarket #StocksInfocus",ncc 120 delhivery 387 pvrinox 362 cumminsind 312 naukri 291 itc 273 vbl 266 stocksinfocus hporb stockstotrade stockstowatch stocksmarket stocksinfocus,2025-02-07,09:12:00,,"NCC, DELHIVERY, StocksMarket, StocksInfocus, NAUKRI, PVRINOX, VBL, HPORB, StocksToTrade, CUMMINSIND, ITC, StocksInFocus, StocksToWatch",0,0,0,0,796,0.0
"HADC INDICATOR
@beingakash26_
·
Feb 7","#NAUKRI #INFOEDGE BOOOOM

SHORTED AT 7920.70
LOW MADE SO FAR 7780
LOT SIZE 75

#HADC #INDICATOR

#nifty50 #banknifty #mcx #trading #OptionsTrading",naukri infoedge boooom shorted 792070 low made far 7780 lot size hadc indicator nifty50 banknifty mcx trading optionstrading,2025-02-07,09:09:17,,"nifty50, INFOEDGE, NAUKRI, trading, banknifty, INDICATOR, mcx, HADC, OptionsTrading",0,0,0,0,1,0.05
"AI Stock Alerts for listed Stocks in Bharat Market
@gr8Ranju
·
Feb 7","#NCC (-12.52%)
 #PVRINOX (-3.96%)
 #DELHIVERY (-3.73%)
 #CUMMINSIND (-3.43%)
 #NAUKRI (-3.13%)
 #VBL (-3.12%)
 #SIEMENS (-2.94%)

 #StocksInFocus #HPORB #StocksToTrade #StocksToWatch #StocksMarket #StocksInfocus",ncc 1252 pvrinox 396 delhivery 373 cumminsind 343 naukri 313 vbl 312 siemens 294 stocksinfocus hporb stockstotrade stockstowatch stocksmarket stocksinfocus,2025-02-07,08:57:01,,"NCC, DELHIVERY, StocksMarket, StocksInfocus, NAUKRI, PVRINOX, HPORB, SIEMENS, StocksToTrade, CUMMINSIND, VBL, StocksInFocus, StocksToWatch",0,0,0,0,1,0.0
"AI Stock Alerts for listed Stocks in Bharat Market
@gr8Ranju
·
Feb 7","#NCC (-11.62%)
 #DELHIVERY (-3.67%)
 #PVRINOX (-3.41%)
 #VBL (-2.76%)
 #CUMMINSIND (-2.7%)
 #NAUKRI (-2.6%)
 #PIIND (-2.16%)

 #StocksInFocus #HPORB #StocksToTrade #StocksToWatch #StocksMarket #StocksInfocus",ncc 1162 delhivery 367 pvrinox 341 vbl 276 cumminsind naukri piind 216 stocksinfocus hporb stockstotrade stockstowatch stocksmarket stocksinfocus,2025-02-07,08:01:20,,"PIIND, NCC, DELHIVERY, StocksMarket, StocksInfocus, NAUKRI, PVRINOX, HPORB, StocksToTrade, CUMMINSIND, VBL, StocksInFocus, StocksToWatch",0,0,0,0,662,0.0
"GIRI'S TECH-HUB
@HubGiri
·
Feb 7","Congratulations ... Ganesh for your job offer!!..

#jobopportunity #javadeveloper #hiring #recruitment #job #placement #itjobs #hiringnow #naukri #opening #opening #itcourses #computerscience 
#softwaredeveloper #softwareengineer #javadeveloper #giristechhub #pune",congratulations ganesh job offer jobopportunity javadeveloper hiring recruitment job placement itjobs hiringnow naukri opening opening itcourses computerscience softwaredeveloper softwareengineer javadeveloper giristechhub pune,2025-02-07,04:36:53,,"naukri, computerscience, hiring, job, javadeveloper, opening, itcourses, hiringnow, softwareengineer, recruitment, giristechhub, itjobs, pune, jobopportunity, placement, softwaredeveloper",0,0,0,0,78,0.0
"Capital Trends
@CapitalTrends
·
Feb 7",#NAUKRI forms #GapUp pattern. #BULLISH https://capitaltrends.in/patternRecognition?pattern=GU&date=2025-02-06…,naukri forms gapup pattern bullish,2025-02-07,03:10:56,,"BULLISH, GapUp, NAUKRI",0,0,0,0,1,0.0
"3D Power
@3DPower
·
Feb 6","𝗨𝗿𝗴𝗲𝗻𝘁𝗹𝘆 𝗥𝗲𝗾𝘂𝗶𝗿𝗲𝗱 !!

 𝗦𝗮𝗹𝗲𝘀 𝗠𝗮𝗻𝗮𝗴𝗲𝗿
Professional experience- 4 to 6 years

𝗔𝗽𝗽𝗹𝘆 𝗛𝗲𝗿𝗲
https://3dpower.in/career

#3DPower #3DArchitecturalRendering #HiringSalesManager #SalesManager #UrgentVacancy #WalkthroughExperts #JobOpening #Naukri",professional experience years 3dpower 3darchitecturalrendering hiringsalesmanager salesmanager urgentvacancy walkthroughexperts jobopening naukri,2025-02-06,17:17:41,,"Naukri, SalesManager, UrgentVacancy, JobOpening, 3DPower, 3DArchitecturalRendering, WalkthroughExperts, HiringSalesManager",0,0,0,0,1,0.1
"Navis Academy
@navis_academy
·
Feb 6","#NAUKRI #Q3FY25 Financial Results

QoQ
Revenue rose 3.1% to ₹722.4 Cr.
Net profit rose 240.4% to ₹288.42 Cr.
EPS rose 941.7% to ₹18.75

YoY
Revenue rose 15.2% from ₹627 Cr.
Net Profit rose 141.5% from ₹119 Cr.
EPS rose 60.1% from ₹11.7
#investing",naukri q3fy25 financial results qoq revenue rose 7224 net profit rose 2404 28842 eps rose 9417 1875 yoy revenue rose 152 627 net profit rose 1415 119 eps rose 601 117 investing,2025-02-06,16:30:15,,"investing, Q3FY25, NAUKRI",0,0,0,0,82,0.4
"Hitesh Desai
@desaihiteshk06
·
Feb 6","Monthly High, 
#AARTIIND #ABBOTINDIA #ABREL #AIAENG #APTUS   #ASTRAZEN #BAJFINANCE #BALKRISIND #NAUKRI #KANSAINER  #CASTROLIND #CUB #CLEAN #DLF #CUMMINSIND  #IEX   #LTTS #LAURUSLABS #LUPIN #NATCOPHARM #PCBL #PEL #PVRINOX   #SIGNATURE #UNIONBANK #YESBANK 
#Nifty #StockMarketIndia",monthly high aartiind abbotindia abrel aiaeng aptus astrazen bajfinance balkrisind naukri kansainer castrolind cub clean dlf cumminsind iex ltts lauruslabs lupin natcopharm pcbl pel pvrinox signature unionbank yesbank nifty stockmarketindia,2025-02-06,04:31:47,,"PCBL, SIGNATURE, PVRINOX, YESBANK, CASTROLIND, BALKRISIND, IEX, NATCOPHARM, StockMarketIndia, KANSAINER, DLF, NAUKRI, LAURUSLABS, ASTRAZEN, LTTS, CUB, CUMMINSIND, ABBOTINDIA, CLEAN, AIAENG, APTUS, AARTIIND, PEL, LUPIN, Nifty, UNIONBANK, ABREL, BAJFINANCE",0,0,0,0,1,0.26333333333333336
"Hitesh Desai
@desaihiteshk06
·
Feb 6","Stocks trading above yesterdays high price, 
#ABCAPITAL #ALKEM #BPCL #BIOCON #CIPLA   #CUMMINSIND #DLF #DRREDDY #HEROMOTOCO   #IDFCFIRSTB #NAUKRI #INDIGO #LUPIN #MPHASIS   #NHPC #PERSISTENT #SIEMENS #SONACOMS   #TATACHEM #TATATECH #TORNTPHARM   #ZYDUSLIF
#Nifty #StockMarketIndia",stocks trading yesterdays high price abcapital alkem bpcl biocon cipla cumminsind dlf drreddy heromotoco idfcfirstb naukri indigo lupin mphasis nhpc persistent siemens sonacoms tatachem tatatech torntpharm zyduslif nifty stockmarketindia,2025-02-06,04:22:42,,"NHPC, PERSISTENT, CIPLA, IDFCFIRSTB, TATACHEM, MPHASIS, HEROMOTOCO, ALKEM, SIEMENS, StockMarketIndia, TATATECH, DLF, NAUKRI, DRREDDY, BIOCON, CUMMINSIND, ZYDUSLIF, BPCL, INDIGO, SONACOMS, TORNTPHARM, ABCAPITAL, LUPIN, Nifty",0,0,0,0,1,0.08
"GIRI'S TECH-HUB
@HubGiri
·
Feb 6","Congratulations ... Rushikesh for your job offer!!..

#jobopportunity #javadeveloper #hiring #recruitment #job #placement #itjobs #hiringnow #naukri #opening #opening #itcourses #computerscience #softwaredeveloper #softwareengineer #javadeveloper #giristechhub #pune",congratulations rushikesh job offer jobopportunity javadeveloper hiring recruitment job placement itjobs hiringnow naukri opening opening itcourses computerscience softwaredeveloper softwareengineer javadeveloper giristechhub pune,2025-02-06,03:59:32,,"naukri, computerscience, hiring, job, javadeveloper, opening, itcourses, hiringnow, softwareengineer, recruitment, giristechhub, itjobs, pune, jobopportunity, placement, softwaredeveloper",0,0,0,0,49,0.0
"NIFTY A B C D
@Avishkarsargul3
·
Feb 6","On radar 

#INFOEDGE 
#NAUKRI 

#BreakoutStock #SwingTrade
#stocks #StockToWatch  #StockMarketindia #Nifty #banknifty #Trending #INDIA",radar infoedge naukri breakoutstock swingtrade stocks stocktowatch stockmarketindia nifty banknifty trending india,2025-02-06,03:50:10,,"Nifty, SwingTrade, INFOEDGE, NAUKRI, banknifty, Trending, stocks, BreakoutStock, StockToWatch, INDIA, StockMarketindia",0,0,0,0,2,0.0
"Mahendra
@IamMahendra2020
·
Feb 6","𝐐3 𝐑𝐞𝐬𝐮𝐥𝐭𝐬 YoY

#Swiggy: Net loss ₹799 cr

#Welspun Corp: Net profit up 128.8%

#Triveni Engr: Net profit 42.57 cr

#RPower: Net profit 41.95 cr

#Naukri: Net profit up 61%

#PCJeweller: Net profit 147.96 cr

#Earnings #Q3FY25 #StocksInNews #StocksInFocus #StocksToWatch",yoy swiggy net loss 799 welspun corp net profit 1288 triveni engr net profit 4257 rpower net profit 4195 naukri net profit pcjeweller net profit 14796 earnings q3fy25 stocksinnews stocksinfocus stockstowatch,2025-02-06,03:17:35,,"StocksInFocus, Triveni, RPower, Q3FY25, Swiggy, StocksToWatch, StocksInNews, Welspun, Naukri, PCJeweller, Earnings",0,0,0,0,1,0.0
"NIFTY A B C D
@Avishkarsargul3
·
Feb 6","Stock In News :

                 #InfoEdge #naukri 

ALART 
( If You Have This Stock DM me 9119510004 )

(Bookmark for future reference And Follow)
   #BreakoutStock #SwingTrade
#stocks #StockToWatch  #StockMarketindia #Nifty #banknifty #Trending #INDIA",stock news infoedge naukri alart stock 9119510004 bookmark future reference follow breakoutstock swingtrade stocks stocktowatch stockmarketindia nifty banknifty trending india,2025-02-06,03:13:26,,"naukri, Nifty, InfoEdge, banknifty, BreakoutStock, Trending, stocks, SwingTrade, StockToWatch, INDIA, StockMarketindia",0,0,0,0,1,0.0
"Rashi RA
@MitulBhavsar9
·
Feb 6","▌MARKET UPDATES

#PageIndustries #Q3results: Net profit rises to Rs 205 cr, revenue up 7% #Jockey

#InfoEdge’s Q3 net profit surges 2.5 times to Rs 288.4 crore #naukri #jeevansathi

India to review #tariff surcharges on luxury #cars, #solar cells, may spur US imports",market updates pageindustries q3results net profit rises 205 revenue jockey infoedges net profit surges times 2884 crore naukri jeevansathi india review tariff surcharges luxury cars solar cells may spur imports,2025-02-06,01:38:07,,"naukri, cars, jeevansathi, solar, Jockey, InfoEdge, PageIndustries, Q3results, tariff",0,0,0,0,1,0.0
"The Bean Counter
@BullBearAndMe
·
Feb 6","#Naukri #InfoEdge #StockSplit

BoD of Info Edge (India) Ltd, Naukri, have inter alia considered and approved the Subdivision/Stock Split.

Split Ratio (1:5), ie existing 1 share of FV ₹10 to split into 5 shares of FV ₹2 each, subject to approval of the shareholders.",naukri infoedge stocksplit bod info edge india ltd naukri inter alia considered approved subdivisionstock split split ratio existing share split shares subject approval shareholders,2025-02-05,21:13:04,,"Naukri, StockSplit, InfoEdge",0,0,0,0,217,-0.16666666666666666
"ScoutQuest
@scoutquest
·
Feb 6","#NAUKRI |  ScoutQuest Crystal Ball
Future business outlook based on management commentary

Outlook: The company anticipates sustained growth in the recruitment sector, barring economic disruptions. 99acres focuses on user growth, platform scalability, and comprehensive real",naukri scoutquest crystal ball future business outlook based management commentary outlook company anticipates sustained growth recruitment sector barring economic disruptions 99acres focuses user growth platform scalability comprehensive real,2025-02-05,21:09:00,,NAUKRI,0,0,0,0,385,0.13333333333333333
"wealth journey 
@wealth_journey1
·
Feb 5","#pageindustries

NET PROFIT AT 200 CR Vs 151 CR YOY

REVENUE AT 1313 CR V 1225 CR

EBITDA AT 302 CR V 226 CR YOY

MARGINS AT 23% V 18.5%

#infoedge ( #NAUKRI)

NET PROFIT AT 201 CR V 213 CR YOY

REVENUE AT 671 CR V 593 Cr

EBITDA AT 289 CR V 241 CR YOY

MARGINS AT 43.1 % V 40.5 %",pageindustries net profit 200 151 yoy revenue 1313 1225 ebitda 302 226 yoy margins 185 infoedge naukri net profit 201 213 yoy revenue 671 593 ebitda 289 241 yoy margins 431 405,2025-02-05,17:57:04,,"pageindustries, infoedge, NAUKRI",0,0,0,0,165,0.0
"Knowledge Transition
@raymehta
·
Feb 5","Info Edge board approves stock split in 1:5 ratio.

The aim is to enhance liquidity of company shares & help small retail investors participate in co's growth. Infoedge is an Umbrella co. owning popular startups

#naukri #zomato #InfoEdge #startup #buy 
.",info edge board approves stock split ratio aim enhance liquidity company shares help small retail investors participate cos growth infoedge umbrella owning popular startups naukri zomato infoedge startup buy,2025-02-05,17:26:52,,"naukri, buy, InfoEdge, startup, zomato",0,0,0,0,204,0.175
"Wise Pick
@Lakshutwits
·
Feb 5",#NAUKRI #stocks #StocksInFocus #technical #education #LearnToCode #learning #LearningJourney #StockMarket,naukri stocks stocksinfocus technical education learntocode learning learningjourney stockmarket,2025-02-05,17:09:09,,"learning, LearnToCode, NAUKRI, StockMarket, education, LearningJourney, stocks, StocksInFocus, technical",0,0,0,0,1,0.0
"Ashish Raj
@traderashishraj
·
Feb 5","#NAUKRI 

1:5 Split announced",naukri split announced,2025-02-05,16:43:31,,NAUKRI,0,0,0,0,3,0.0
"T@@$h!
@takshi2418
·
Feb 5","Info Edge (India) quarterly results ending 31-Dec-2024 - 

Revenue at 909.48Cr vs 659.81Cr
PBT at 376.89Cr vs 210.08Cr
PAT at 288.42Cr vs 119.44Cr
EBITDA at 271.64Cr vs 202.62Cr
EBITDA Margin at 37.6% vs 32.31%
EPS at 18.66 vs 11.67

#NAUKRI",info edge india quarterly results ending 31dec2024 revenue 90948cr 65981cr pbt 37689cr 21008cr pat 28842cr 11944cr ebitda 27164cr 20262cr ebitda margin 376 3231 eps 1866 1167 naukri,2025-02-05,16:13:56,,NAUKRI,0,0,0,0,226,0.0
"The Stocks Mania 
@thestocksmania
·
Feb 5","#Intraday Action in #Commodities Segments on 05 - 02 - 25

 #NATURALGAS 
 #CRUDEOIL
 #GOLD
 #SILVER

Note - We track each segments very precisely to deliver Good Outcome Regulary 

#NAUKRI #SOLARINDS #GUJGADLTD #CUMMINSIND #ZYDUSLIFE #ABBOTINDIA #PAGEIND #IGL #MGL #IOC",intraday action commodities segments naturalgas crudeoil gold silver note track segments precisely deliver good outcome regulary naukri solarinds gujgadltd cumminsind zyduslife abbotindia pageind igl mgl ioc,2025-02-05,16:01:04,,"PAGEIND, GOLD, CRUDEOIL, Commodities, NAUKRI, ABBOTINDIA, NATURALGAS, SILVER, MGL, GUJGADLTD, IOC, Intraday, SOLARINDS, CUMMINSIND, ZYDUSLIFE, IGL",0,0,0,0,3,0.43999999999999995
"The Stocks Mania 
@thestocksmania
·
Feb 5","Top 10+ #FNO #BreakdownStocks/#Breakoutstocks to watch for 06 FEB 2025

Disclaimer - Levels are purely for Educational purposes only. We are not liable to individual PNL. Entry at DCB

#LTTS #NAUKRI #SOLARINDS #GUJGADLTD #CUMMINSIND #ZYDUSLIFE #ABBOTINDIA #PAGEIND #IGL",top fno breakdownstocks breakoutstocks watch feb 2025 disclaimer levels purely educational purposes liable individual pnl entry dcb ltts naukri solarinds gujgadltd cumminsind zyduslife abbotindia pageind igl,2025-02-05,15:43:16,,"PAGEIND, Breakoutstocks, NAUKRI, LTTS, ABBOTINDIA, GUJGADLTD, FNO, SOLARINDS, BreakdownStocks, CUMMINSIND, ZYDUSLIFE, IGL",0,0,0,0,550,0.16904761904761903
"The Stocks Mania 
@thestocksmania
·
Feb 5","Top 10+ #FNO #BreakdownStocks/#Breakoutstocks to watch for 06 FEB 2025

Disclaimer - Levels are purely for Educational purposes only. We are not liable to individual PNL. Entry at DCB

#LAURUSLAB #NAUKRI #SOLARINDS #GUJGADLTD #CUMMINSIND #ZYDUSLIFE #ABBOTINDIA #PAGEIND #IGL",top fno breakdownstocks breakoutstocks watch feb 2025 disclaimer levels purely educational purposes liable individual pnl entry dcb lauruslab naukri solarinds gujgadltd cumminsind zyduslife abbotindia pageind igl,2025-02-05,15:42:58,,"LAURUSLAB, PAGEIND, Breakoutstocks, NAUKRI, ABBOTINDIA, GUJGADLTD, FNO, SOLARINDS, BreakdownStocks, CUMMINSIND, ZYDUSLIFE, IGL",0,0,0,0,7,0.16904761904761903
"AI Sentiment Detection App for Bharat Stock Market
@Tick_Tracker
·
Feb 5","Hourly Bullish
#SIYSIL
#NAUKRI
#KNRCON
#HINDOILEXP
#EDELWEISS
#DEEPAKFERT
#TTKPRESTIG
#WHIRLPOOL
#AFFLE
#INDUSINDBK
#ABREL
#TORNTPHARM
#HIL
#NBCC
#NAVINFLUOR
#FORTIS
#JTLIND
#WELSPUNLIV
#WOCKPHARMA
#SCHAEFFLER

#StocksInFocus #HPORB #StocksToTrade #StocksToWatch #StocksMarket",hourly bullish siysil naukri knrcon hindoilexp edelweiss deepakfert ttkprestig whirlpool affle indusindbk abrel torntpharm hil nbcc navinfluor fortis jtlind welspunliv wockpharma schaeffler stocksinfocus hporb stockstotrade stockstowatch stocksmarket,2025-02-05,15:41:09,,"HPORB, INDUSINDBK, EDELWEISS, SCHAEFFLER, AFFLE, NAVINFLUOR, WOCKPHARMA, TTKPRESTIG, HIL, StocksToTrade, WELSPUNLIV, StocksInFocus, WHIRLPOOL, StocksMarket, NAUKRI, SIYSIL, KNRCON, StocksToWatch, NBCC, JTLIND, FORTIS, TORNTPHARM, DEEPAKFERT, ABREL, HINDOILEXP",0,0,0,0,1361,0.0
"Priyesh Singh
@PRIYESHSINGH24
·
Feb 5",Congrats on earning your Achiever in Sorting on Naukri Code 360!  Showcase your hard-earned skills and knowledge with your network by sharing this badge. Keep learning and level up your career! #SkillBadge #Naukri Code 360,congrats earning achiever sorting naukri code 360 showcase hardearned skills knowledge network sharing badge keep learning level career skillbadge naukri code 360,2025-02-05,14:55:11,,"Naukri, SkillBadge",0,0,0,0,1,0.0
"Priyesh Singh
@PRIYESHSINGH24
·
Feb 5",Congrats on earning your Achiever in Binary Search on Naukri Code 360!  Showcase your hard-earned skills and knowledge with your network by sharing this badge. Keep learning and level up your career! #SkillBadge #Naukri Code 360,congrats earning achiever binary search naukri code 360 showcase hardearned skills knowledge network sharing badge keep learning level career skillbadge naukri code 360,2025-02-05,14:50:14,,"Naukri, SkillBadge",0,0,0,0,1,0.0
"ravishing_harsh
@ravishing_harsh
·
Feb 5","6/ After the stock split, this share will become attractive for retails.

For more of such updates, do follow back.

Hit Like, Comment and Share for benefit of others.

#NAUKRI #Q3Results",stock split share become attractive retails updates follow back hit like comment share benefit others naukri q3results,2025-02-05,14:46:56,,"Q3Results, NAUKRI",0,0,0,0,100,0.325
"ravishing_harsh
@ravishing_harsh
·
Feb 5","NAUKRI (INFOEDGE) Q3 FY25 RESULTS ARE OUT

Lets see how NAUKRI has performed in this thread below 

#Q3FY25  #Q3Results #NAUKRI",naukri infoedge fy25 results lets see naukri performed thread q3fy25 q3results naukri,2025-02-05,14:46:52,,"NAUKRI, Q3FY25, Q3Results",0,0,0,0,1,0.0
"ScoutQuest
@scoutquest
·
Feb 5","#NAUKRI |  The company plans to invest up to Rs. 1,000 crores in IE Venture Investment Fund III, a scheme by Karkardooma Trust, through cash consideration, aligning with its strategy for medium to long-term value creation.

Details: http://sqst.in/1J8k9

 AI powered update",naukri company plans invest 1000 crores venture investment fund iii scheme karkardooma trust cash consideration aligning strategy medium longterm value creation details powered update,2025-02-05,14:39:09,,NAUKRI,0,0,0,0,1,0.0
"The Equity Chronicles
@chronicles88146
·
Feb 5",#NAUKRI,naukri,2025-02-05,12:21:00,,NAUKRI,0,0,0,0,119,0.0
"EQT 4 Life
@EQT_FOREVER
·
Feb 5",#infoedge #NAUKRI,infoedge naukri,2025-02-05,12:20:29,,"infoedge, NAUKRI",0,0,0,0,151,0.0
"DARK HORSE OF STOCK MARKET 
@BeyondTrading07
·
Feb 5",#Naukri CO APPROVED STOCK SPLIT OF 1 SHARE INTO 5 SHARES,naukri approved stock split share shares,2025-02-05,12:17:14,,Naukri,0,0,0,0,29,0.0
"The Stocks Mania 
@thestocksmania
·
Feb 5","#NAUKRI Bullish Momentum on 05 - 02 - 25

 Easy to execute & enough time to take prompt action accordingly

 Risk Free Setups that outperforms during #INTRADAY Action

#NAUKRI #SOLARINDS #GUJGADLTD #CUMMINSIND #ZYDUSLIFE #ABBOTINDIA #PAGEIND #stockmarketcrash #IGL #MGL #IOC",naukri bullish momentum easy execute enough time take prompt action accordingly risk free setups outperforms intraday action naukri solarinds gujgadltd cumminsind zyduslife abbotindia pageind stockmarketcrash igl mgl ioc,2025-02-05,12:03:09,,"PAGEIND, INTRADAY, NAUKRI, stockmarketcrash, IOC, MGL, GUJGADLTD, SOLARINDS, ZYDUSLIFE, CUMMINSIND, ABBOTINDIA, IGL",0,0,0,0,1,0.2066666666666667
"AoI Ventures
@aoiventures
·
Feb 5","#Naukri: Info Edge to invest up to ₹1,000 Cr in Venture Fund

 Info Edge board approves investment in IE Venture Investment Fund III, a Category II AIF under SEBI.

 Investment Amount: Up to ₹1,000 Cr via Smartweb Internet Services Ltd.

 Purpose: Long-term financial",naukri info edge invest 1000 venture fund info edge board approves investment venture investment fund iii category aif sebi investment amount 1000 via smartweb internet services ltd purpose longterm financial,2025-02-05,11:44:07,,Naukri,0,0,0,0,1,0.0
"Rajesh kumar
@Rajeshkuma43273
·
Feb 5","सरकारी नौकरी का जुमला देना बंद करे NDA सरकार, PK ने आंकड़ों के साथ दिया जवाब।
#naukri #Bihar #PrashantKishor #reelstrending",nda naukri bihar prashantkishor reelstrending,2025-02-05,11:34:12,,"naukri, PrashantKishor, Bihar, reelstrending",0,0,0,0,54,0.0
"Shah Investor's Home Ltd
@shahinvestors
·
Feb 5","INFO EDGE (INDIA) LTD Q3 FY 2025 EARNINGS...
You can download the app using the links below:
Android: https://rb.gy/syuw79
         iOS: https://rb.gy/5czzbn
Follow our channel on WhatsApp: https://whatsapp.com/channel/0029Vayn34aBadmdnX8gov33…
#stockmarketnews #Q3FY25Results #naukri",info edge india ltd 2025 earnings download app using links android ios follow channel whatsapp stockmarketnews q3fy25results naukri,2025-02-05,10:04:36,,"naukri, Q3FY25Results, stockmarketnews",0,0,0,0,1,0.0
"Taaza information
@Marketinfo27
·
Feb 5","Q3 Result of Info Edge (India) Limited

#Infoedge #India #Naukri #Asainpaints #DelhiElection2025
 #Q3Results #Q3FY25 #swingtrading #optiontrading #GIFTNIFTY #NIFTYFUTURE #prayagra",result info edge india limited infoedge india naukri asainpaints delhielection2025 q3results q3fy25 swingtrading optiontrading giftnifty niftyfuture prayagra,2025-02-05,08:54:04,,"prayagra, swingtrading, NIFTYFUTURE, Q3Results, GIFTNIFTY, Asainpaints, DelhiElection2025, Q3FY25, optiontrading, Naukri, India, Infoedge",0,0,0,0,287,-0.07142857142857142
